"시군구별(1)","시군구별(2)",유형별(1),유형별(2),2015,2015
"시군구별(1)","시군구별(2)",유형별(1),유형별(2),상급,일반
"서울","종로구",상급종합,소계,517,1683
"서울","종로구",종합병원,100~299병상,77,372
"서울","중구",종합병원,300~499병상,196,406
"서울","중구",종합병원,100~299병상,37,235
"서울","용산구",종합병원,500병상이상,134,504
"서울","성동구",상급종합,소계,209,535
"서울","광진구",상급종합,소계,213,568
"서울","광진구",종합병원,100~299병상,65,155
"서울","동대문구",상급종합,소계,150,612
"서울","동대문구",종합병원,300~499병상,79,623
"서울","동대문구",종합병원,100~299병상,69,347
"서울","중랑구",종합병원,500병상이상,62,477
"서울","중랑구",종합병원,300~499병상,12,325
"서울","성북구",상급종합,소계,136,789
"서울","강북구",종합병원,100~299병상,33,158
"서울","도봉구",종합병원,300~499병상,51,303
"서울","노원구",종합병원,500병상이상,205,901
"서울","노원구",종합병원,300~499병상,138,324
"서울","은평구",종합병원,100~299병상,49,140
"서울","서대문구",상급종합,소계,603,1378
"서울","서대문구",종합병원,100~299병상,44,138
"서울","양천구",상급종합,소계,116,602
"서울","양천구",종합병원,300~499병상,51,264
"서울","강서구",종합병원,100~299병상,122,364
"서울","구로구",상급종합,소계,78,852
"서울","구로구",종합병원,100~299병상,8,212
"서울","금천구",종합병원,100~299병상,38,143
"서울","영등포구",종합병원,500병상이상,40,414
"서울","영등포구",종합병원,300~499병상,109,586
"서울","영등포구",종합병원,100~299병상,112,666
"서울","동작구",상급종합,소계,120,608
"서울","동작구",종합병원,500병상이상,107,601
"서울","관악구",종합병원,100~299병상,85,355
"서울","서초구",상급종합,소계,322,823
"서울","강남구",상급종합,소계,714,1748
"서울","강남구",종합병원,100~299병상,79,190
"서울","송파구",상급종합,소계,697,1740
"서울","송파구",종합병원,300~499병상,30,250
"서울","강동구",종합병원,500병상이상,250,1703
"부산","중구",종합병원,300~499병상,27,318
"부산","서구",상급종합,소계,618,2144
"부산","서구",종합병원,100~299병상,78,186
"부산","동구",종합병원,300~499병상,36,343
"부산","동구",종합병원,100~299병상,134,316
"부산","영도구",종합병원,100~299병상,71,460
"부산","부산진구",상급종합,소계,155,620
"부산","부산진구",종합병원,300~499병상,188,614
"부산","부산진구",종합병원,100~299병상,28,172
"부산","동래구",종합병원,300~499병상,103,335
"부산","동래구",종합병원,100~299병상,86,364
"부산","남구",종합병원,300~499병상,98,289
"부산","북구",종합병원,300~499병상,111,268
"부산","해운대구",종합병원,500병상이상,94,678
"부산","해운대구",종합병원,100~299병상,45,142
"부산","금정구",종합병원,300~499병상,104,252
"부산","연제구",종합병원,500병상이상,65,421
"부산","수영구",종합병원,300~499병상,118,280
"부산","수영구",종합병원,100~299병상,56,227
"부산","사상구",종합병원,500병상이상,19,498
"부산","사상구",종합병원,300~499병상,118,280
"부산","기장군",종합병원,100~299병상,79,189
"대구","중구",상급종합,소계,320,1219
"대구","중구",종합병원,100~299병상,41,214
"대구","동구",종합병원,500병상이상,87,578
"대구","서구",종합병원,500병상이상,34,321
"대구","남구",상급종합,소계,335,1223
"대구","북구",종합병원,500병상이상,63,478
"대구","북구",종합병원,100~299병상,7,143
"대구","수성구",종합병원,100~299병상,31,254
"대구","달서구",종합병원,300~499병상,24,457
"대구","달서구",종합병원,100~299병상,37,162
"인천","중구",상급종합,소계,178,602
"인천","중구",종합병원,100~299병상,56,293
"인천","동구",종합병원,100~299병상,66,381
"인천","남구",종합병원,300~499병상,102,547
"인천","연수구",종합병원,300~499병상,33,315
"인천","연수구",종합병원,100~299병상,32,112
"인천","남동구",상급종합,소계,118,1100
"인천","부평구",상급종합,소계,94,624
"인천","부평구",종합병원,300~499병상,13,364
"인천","부평구",종합병원,100~299병상,32,238
"인천","계양구",종합병원,300~499병상,51,349
"인천","서구",종합병원,500병상이상,46,439
"인천","서구",종합병원,300~499병상,59,291
"인천","서구",종합병원,100~299병상,106,668
"광주","동구",상급종합,소계,434,1045
"광주","동구",종합병원,100~299병상,50,72
"광주","서구",종합병원,500병상이상,130,371
"광주","서구",종합병원,100~299병상,166,562
"광주","남구",종합병원,500병상이상,134,405
"광주","남구",종합병원,100~299병상,86,388
"광주","북구",종합병원,100~299병상,212,899
"광주","광산구",종합병원,500병상이상,58,495
"광주","광산구",종합병원,300~499병상,103,276
"광주","광산구",종합병원,100~299병상,191,663
"대전","동구",종합병원,100~299병상,39,240
"대전","중구",상급종합,소계,232,962
"대전","중구",종합병원,500병상이상,173,449
"대전","중구",종합병원,300~499병상,76,358
"대전","서구",종합병원,500병상이상,218,1274
"대전","서구",종합병원,100~299병상,9,177
"대전","유성구",종합병원,100~299병상,14,215
"대전","대덕구",종합병원,300~499병상,57,325
"대전","대덕구",종합병원,100~299병상,21,230
"울산","중구",종합병원,500병상이상,51,501
"울산","남구",종합병원,100~299병상,104,694
"울산","동구",상급종합,소계,224,574
"울산","북구",종합병원,100~299병상,58,186
"울산","울주군",종합병원,100~299병상,47,169
"경기","수원시장안구",종합병원,100~299병상,32,90
"경기","수원시팔달구",종합병원,500병상이상,173,510
"경기","수원시팔달구",종합병원,300~499병상,106,263
"경기","수원시영통구",상급종합,소계,222,697
"경기","성남시수정구",종합병원,100~299병상,17,150
"경기","성남시중원구",종합병원,100~299병상,17,161
"경기","성남시분당구",상급종합,소계,290,903
"경기","성남시분당구",종합병원,500병상이상,348,1588
"경기","의정부시",종합병원,500병상이상,45,579
"경기","의정부시",종합병원,100~299병상,49,293
"경기","안양시만안구",종합병원,300~499병상,41,332
"경기","안양시만안구",종합병원,100~299병상,21,118
"경기","안양시동안구",상급종합,소계,38,696
"경기","안양시동안구",종합병원,100~299병상,22,219
"경기","부천시원미구",상급종합,소계,261,623
"경기","부천시원미구",종합병원,500병상이상,94,430
"경기","부천시원미구",종합병원,100~299병상,43,379
"경기","부천시소사구",종합병원,300~499병상,60,224
"경기","광명시",종합병원,300~499병상,111,288
"경기","평택시",종합병원,300~499병상,83,234
"경기","평택시",종합병원,100~299병상,117,524
"경기","안산시상록구",종합병원,300~499병상,18,418
"경기","안산시단원구",상급종합,소계,109,515
"경기","안산시단원구",종합병원,300~499병상,97,340
"경기","안산시단원구",종합병원,100~299병상,36,239
"경기","고양시덕양구",종합병원,500병상이상,27,479
"경기","고양시일산동구",종합병원,500병상이상,337,1388
